48842,14,,,,,,,,,,,,,
age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,incomes
67,7,221252,13,14,1,13,2,4,2,0,0,40,40,1
26,5,133766,2,7,3,15,1,5,2,0,0,35,40,1
41,5,244945,16,10,3,5,1,5,2,0,0,65,40,2
35,5,171393,12,9,3,15,1,5,2,0,0,50,40,1
63,7,326903,4,2,3,9,1,5,2,0,0,25,40,1
27,5,91257,12,9,3,9,1,5,2,0,0,40,9,1
41,5,118001,2,7,5,8,2,3,2,0,0,40,40,1
30,5,168906,16,10,5,2,5,5,1,0,0,44,40,1
27,5,267912,1,6,5,7,5,5,2,0,0,40,27,1
55,5,327406,16,10,1,13,2,5,2,0,0,65,40,2
25,5,141876,10,13,5,11,4,5,2,0,0,40,40,1
33,5,185177,12,9,5,8,2,5,2,0,0,40,40,1
35,5,191807,9,11,3,14,1,5,2,0,0,40,40,1
39,5,114942,16,10,3,15,1,5,2,0,0,43,40,2
32,6,204470,16,10,3,13,1,5,2,0,0,99,40,2
50,5,195844,11,16,5,5,2,5,2,13550,0,50,40,2
39,5,184659,12,9,3,8,1,5,2,0,0,40,40,1
39,5,224466,16,10,1,4,5,3,2,0,0,24,40,1
46,3,149551,12,9,3,12,1,5,2,5013,0,50,40,1
53,5,113522,12,9,3,12,1,5,2,0,0,40,40,1
68,5,116993,15,15,7,11,5,5,2,0,0,60,40,2
45,5,277434,16,10,1,2,2,5,2,0,0,50,40,1
42,5,167948,11,16,3,11,1,2,2,0,0,40,36,2
67,6,273239,10,13,3,13,1,5,2,0,0,50,40,2
74,5,322789,1,6,3,12,1,5,2,0,1411,40,40,1
20,3,240517,16,10,5,2,4,5,1,0,0,20,40,1
52,3,230112,13,14,3,11,1,5,2,0,0,40,40,2
21,3,211385,2,7,5,9,4,3,2,0,0,25,40,1
33,5,109282,6,4,5,7,2,5,2,0,0,40,40,1
32,5,367904,1,6,1,8,2,5,1,0,0,40,27,1
43,5,34278,16,10,3,13,1,5,2,0,0,35,40,1
67,5,221281,12,9,1,2,2,5,1,0,0,15,40,1
39,5,179671,1,6,3,4,1,5,2,0,0,40,40,1
28,8,106721,13,14,3,11,1,5,2,0,0,40,1,1
27,5,152951,12,9,5,8,4,5,2,0,0,40,40,1
30,5,315203,6,4,5,9,2,5,1,0,0,30,7,1
44,5,117728,9,11,3,14,1,5,2,0,0,40,40,2
23,5,192017,9,11,5,4,2,5,2,0,0,40,40,1
17,1,186575,2,7,5,1,4,5,2,0,0,10,40,1
42,5,120837,12,9,1,6,2,5,2,0,0,50,40,1
39,7,289430,5,3,3,6,1,5,2,0,0,50,27,1
44,5,304175,10,13,1,13,2,5,2,0,0,40,40,2
52,3,251841,13,14,5,11,2,5,1,0,0,50,40,1
17,5,33611,2,7,5,9,4,5,2,0,0,40,40,1
44,7,38122,12,9,1,4,2,5,2,0,0,45,40,1
23,7,72143,10,13,5,5,2,5,1,0,0,40,40,1
52,2,385183,10,13,3,2,1,5,2,0,0,40,40,2
58,5,37345,12,9,3,13,1,5,2,0,0,40,40,1
31,5,290964,9,11,3,14,6,5,1,0,0,38,40,2
26,5,52839,16,10,1,5,2,5,2,0,0,40,40,1
33,6,134737,12,9,3,6,1,5,2,2829,0,70,40,1
21,5,55465,1,6,5,8,4,5,2,0,0,40,40,1
48,5,377401,16,10,1,13,2,5,2,0,0,40,40,2
21,5,323497,12,9,5,9,4,3,2,0,0,36,40,1
21,5,334693,16,10,5,13,2,5,1,0,0,50,40,1
41,6,163215,15,15,5,11,2,5,1,0,0,60,40,2
54,5,178530,10,13,3,5,1,5,2,0,0,60,40,2
38,5,368256,8,12,5,13,2,5,1,0,0,45,40,1
37,5,191137,12,9,3,2,1,5,2,0,0,42,40,1
64,5,212513,10,13,1,2,2,5,1,0,0,40,40,1
56,5,147653,16,10,3,5,6,5,1,0,0,50,40,1
41,5,173307,12,9,3,4,1,5,2,0,0,40,40,2
42,5,212760,16,10,3,13,1,5,2,0,0,60,40,2
53,8,101238,16,10,3,5,1,5,2,0,0,40,40,2
37,5,306868,12,9,1,4,5,5,2,0,0,38,40,1
60,2,117509,12,9,7,2,2,5,2,0,0,40,40,1
35,5,151835,12,9,3,8,1,5,2,0,0,45,40,2
70,5,291998,16,10,3,13,1,5,2,20051,0,65,40,2
44,5,136986,11,16,3,11,1,5,2,0,0,50,40,2
50,5,201984,6,4,3,4,1,5,2,0,0,40,40,1
58,5,187060,12,9,1,2,2,5,1,0,0,40,3,1
46,5,174928,12,9,1,2,2,5,2,0,0,40,34,1
29,5,445480,3,8,3,8,3,5,2,0,0,40,40,1
26,5,265781,10,13,5,5,2,5,2,0,0,60,40,1
33,3,377107,16,10,6,9,4,3,1,0,0,35,40,1
42,5,347890,10,13,3,5,1,5,2,0,1902,50,40,2
24,5,199336,12,9,5,4,5,5,2,0,0,45,40,1
17,5,111593,2,7,5,13,4,5,1,0,0,8,40,1
35,5,258657,8,12,3,4,1,5,2,0,0,60,40,1
37,2,39207,12,9,5,2,2,5,2,0,0,40,40,2
59,5,159770,8,12,3,5,1,5,2,0,0,40,40,2
27,5,309463,7,5,5,7,2,5,2,0,0,10,40,1
38,2,215419,13,14,5,5,2,5,1,0,0,55,3,1
47,7,177533,16,10,3,4,1,5,2,0,0,40,40,1
42,5,251239,7,5,5,6,2,5,2,0,0,40,34,1
40,2,134307,10,13,1,11,2,3,1,0,1741,40,40,1
21,5,24598,16,10,5,9,4,5,1,0,0,40,40,1
36,7,140676,10,13,5,13,2,5,2,0,0,50,40,1
46,5,143542,2,7,7,8,3,5,2,0,0,20,40,1
65,1,38189,12,9,5,1,2,3,2,2346,0,40,40,1
31,5,158291,12,9,3,2,1,5,2,0,0,40,40,1
29,5,118503,12,9,1,8,2,5,2,0,0,50,40,1
50,7,71609,1,6,3,5,1,5,2,0,0,60,40,1
46,5,203653,10,13,1,13,3,3,2,0,0,40,40,1
31,5,181751,12,9,1,2,2,5,1,0,0,40,40,1
36,5,162358,13,14,5,11,2,5,1,0,1408,40,40,1
66,1,231315,8,12,7,1,5,5,1,0,0,3,40,1
59,2,181940,12,9,3,2,1,5,2,0,0,40,40,2
30,5,213226,10,13,1,13,2,5,2,27828,0,40,40,2
27,5,452963,16,10,5,8,2,5,2,0,0,40,40,1
44,5,268039,16,10,1,7,3,3,2,0,0,40,40,1
34,5,141841,12,9,6,4,4,3,2,0,0,40,40,1
58,7,194733,16,10,3,11,1,5,2,0,0,45,40,1
36,5,214008,16,10,3,2,1,5,2,0,0,40,40,2
29,1,147755,12,9,5,1,2,5,2,0,0,32,1,1
42,8,273869,12,9,1,12,5,5,1,0,0,40,40,1
24,5,160261,16,10,5,13,2,2,2,0,0,64,1,1
25,5,48029,16,10,3,5,1,5,2,0,0,40,40,2
18,5,163460,16,10,5,13,4,3,2,0,0,20,40,1
55,5,112529,5,3,5,15,2,3,2,0,0,40,40,1
55,5,109075,2,7,3,8,1,3,2,5013,0,48,40,1
31,5,182699,8,12,3,4,1,3,2,0,0,40,40,1
33,5,101867,12,9,5,8,5,2,2,0,0,40,31,1
65,3,382245,12,9,7,5,5,5,1,0,0,40,40,1
18,5,200290,12,9,5,13,4,5,2,0,0,35,40,1
23,8,35805,10,13,3,11,1,5,2,0,0,60,40,1
22,5,157541,12,9,3,7,1,5,2,0,0,50,40,1
61,3,192085,12,9,3,15,1,5,2,0,0,15,40,1
40,5,33795,9,11,3,4,1,5,2,0,0,40,40,1
51,5,345459,16,10,5,5,5,3,1,0,0,40,40,1
25,5,105520,12,9,5,9,4,3,2,0,0,40,40,1
63,3,114752,10,13,7,2,5,2,1,0,0,35,31,1
17,5,98572,2,7,5,13,2,5,1,0,0,20,40,1
54,7,83984,13,14,1,14,2,5,1,0,0,20,40,1
45,3,317846,8,12,1,5,5,5,2,0,0,47,40,1
28,8,319027,12,9,5,11,2,3,1,0,0,40,40,1
24,5,84319,16,10,5,8,2,5,2,0,0,40,40,1
70,5,298470,10,13,7,13,2,5,2,0,0,30,40,1
46,5,278322,11,16,3,13,1,5,2,0,0,40,40,2
51,3,169182,7,5,7,9,2,5,1,0,0,45,6,1
58,5,498267,12,9,1,5,2,5,1,0,0,40,40,1
71,1,94314,12,9,3,1,6,5,1,1173,0,18,40,1
26,5,50053,10,13,5,11,2,5,2,0,0,37,40,1
38,5,107302,16,10,3,4,1,5,2,3103,0,40,40,2
40,5,110009,1,6,3,8,1,5,2,0,0,40,1,1
45,5,154174,12,9,3,4,1,5,2,0,0,50,40,1
43,5,147110,16,10,3,11,1,5,2,0,0,40,40,2
55,7,141122,10,13,3,5,1,5,2,0,0,50,40,1
38,5,162164,2,7,7,4,5,5,2,0,0,40,40,1
26,1,168095,12,9,5,1,2,5,1,0,0,40,40,1
19,5,134664,12,9,3,13,1,5,2,3781,0,40,40,1
66,5,95644,10,13,1,5,2,5,1,0,0,40,40,1
34,5,198183,10,13,5,13,2,5,1,0,0,50,40,1
35,5,538583,2,7,6,15,2,3,2,0,0,40,40,1
47,1,308499,12,9,1,1,5,5,1,0,0,40,40,1
34,5,108837,10,13,3,14,1,5,2,0,0,48,40,2
55,5,27227,16,10,3,9,1,5,2,0,1977,35,40,2
43,2,117022,9,11,1,7,5,3,2,0,1726,40,40,1
66,5,133884,12,9,7,4,2,5,2,0,0,40,40,1
42,5,602513,10,13,3,11,1,5,2,0,0,45,40,2
55,6,114495,10,13,3,5,1,5,2,0,2415,50,40,2
43,5,171087,10,13,3,11,1,5,2,5178,0,40,40,2
33,5,53373,1,6,5,9,5,5,2,0,0,40,40,1
18,5,323810,12,9,5,13,4,5,1,0,0,40,1,1
50,5,200325,16,10,1,5,2,5,1,0,0,40,40,1
38,5,322092,12,9,1,7,2,5,2,0,0,40,40,1
46,5,209739,12,9,3,4,1,5,2,0,0,46,40,1
38,5,589809,10,13,3,2,1,5,2,0,0,45,40,2
45,7,105838,9,11,3,5,1,5,2,0,0,35,40,1
30,5,119522,1,6,3,4,1,5,2,0,0,45,40,1
56,5,258579,13,14,3,5,1,5,2,0,0,50,40,2
29,5,123200,16,10,3,8,1,4,2,0,2415,40,34,2
34,5,275771,12,9,1,5,5,5,1,0,0,50,40,1
58,3,33386,16,10,7,2,3,5,1,0,0,25,40,1
47,3,101016,10,13,3,2,6,5,1,7688,0,40,40,2
62,5,217434,10,13,3,13,1,5,2,0,0,40,40,1
24,5,187229,12,9,5,7,4,3,1,0,0,40,40,1
49,5,207772,12,9,1,14,5,5,2,0,0,40,40,1
40,2,179717,12,9,3,2,1,5,2,7298,0,50,40,2
17,5,260978,2,7,5,9,4,5,2,0,0,14,31,1
36,5,280570,16,10,3,4,1,5,2,0,0,45,40,1
73,5,179001,12,9,7,13,2,5,1,0,0,7,40,1
26,8,79089,10,13,5,2,2,5,1,0,0,20,40,1
63,5,85420,16,10,3,5,1,5,2,0,0,10,40,1
21,3,244074,12,9,5,9,2,5,1,0,0,22,40,1
49,7,259087,2,7,7,4,5,5,1,0,0,40,1,1
20,5,361138,12,9,5,13,5,5,2,0,0,45,40,1
40,5,309311,12,9,3,8,1,5,2,0,0,40,40,1
36,5,46756,16,10,5,4,2,5,2,0,0,50,40,1
55,2,272339,12,9,7,2,5,5,1,0,0,40,40,1
39,5,82521,10,13,3,13,1,5,2,0,0,45,40,2
40,5,103759,12,9,1,4,2,5,2,0,0,40,40,1
18,5,150675,1,6,5,13,4,5,2,0,0,40,40,1
42,5,180096,12,9,3,7,1,5,2,0,0,60,40,1
49,5,157991,16,10,1,2,5,3,1,0,0,40,40,1
26,5,164170,16,10,5,13,3,2,1,0,0,35,31,1
18,5,186946,16,10,5,8,4,5,1,0,0,23,40,1
57,5,201159,8,12,7,2,3,5,1,0,0,40,40,1
35,7,61343,12,9,1,8,5,5,2,0,0,40,40,1
21,5,130534,1,6,5,4,2,5,2,0,0,50,40,1
43,5,222635,2,7,1,6,2,5,2,0,0,80,40,1
32,5,169768,10,13,6,14,2,3,2,0,0,40,40,1
23,5,72922,16,10,5,13,2,5,1,0,0,30,40,1
59,5,66440,12,9,6,2,5,5,1,0,0,40,40,1
50,5,338836,10,13,3,11,1,5,2,0,1887,36,40,2
47,3,122206,12,9,3,15,1,5,2,0,0,20,40,2
36,5,145704,12,9,1,8,5,5,1,0,0,40,40,1
35,8,88215,10,13,3,11,6,2,1,0,0,40,31,2
24,5,114873,12,9,5,12,2,4,2,0,0,40,40,1
22,5,240063,12,9,5,7,4,5,2,0,0,40,40,1
67,7,167015,10,13,7,13,2,5,2,0,0,30,40,1
44,3,354230,16,10,3,4,1,5,2,0,0,40,40,1
34,5,124827,1,6,3,15,1,5,2,0,0,80,40,1
24,5,225739,16,10,5,13,2,5,2,0,0,40,40,1
68,1,188102,12,9,3,1,1,5,2,0,0,8,40,2
46,3,349986,10,13,1,4,2,5,2,0,0,40,40,1
41,5,112763,12,9,1,7,4,5,1,2597,0,40,40,1
66,5,242589,12,9,3,9,1,5,2,0,0,34,40,1
21,5,366929,12,9,3,13,6,5,1,0,0,38,40,1
25,5,154210,2,7,4,13,4,2,2,0,0,35,20,1
31,5,274222,4,2,5,15,3,4,2,0,0,40,9,1
51,8,166459,13,14,3,5,1,5,2,0,0,40,40,2
33,5,36222,11,16,3,11,1,5,2,0,0,45,40,2
24,5,240063,10,13,5,11,2,5,2,0,0,20,40,1
31,2,158847,8,12,5,2,4,3,1,0,0,40,40,1
31,5,203488,10,13,3,13,1,5,2,0,1977,45,40,2
54,5,96062,12,9,3,8,1,5,2,0,0,40,33,1
49,7,126077,12,9,3,5,1,5,2,0,0,35,40,1
59,5,162580,12,9,5,4,3,5,1,0,0,35,40,1
76,7,413699,6,4,3,6,1,5,2,0,0,28,40,1
32,5,303692,11,16,1,11,2,5,2,0,0,40,40,2
47,7,184682,12,9,6,13,5,5,1,0,0,35,40,1
70,6,217801,10,13,3,13,1,5,2,0,0,15,40,1
41,5,306496,9,11,3,14,1,5,2,0,0,40,40,2
46,5,110171,12,9,3,4,1,5,2,0,0,40,23,1
36,8,89625,12,9,5,12,3,2,1,0,0,40,40,1
23,1,234108,16,10,5,1,2,5,2,0,0,40,40,1
44,5,270147,10,13,3,5,6,5,1,0,0,45,40,2
32,7,195891,12,9,5,4,5,5,2,0,0,40,21,1
47,5,131160,10,13,1,9,2,5,1,99999,0,40,40,2
56,5,93211,12,9,7,9,5,5,1,0,0,40,3,1
38,5,181661,8,12,3,14,1,5,2,0,0,56,40,2
74,5,146365,12,9,7,9,2,5,1,0,0,28,40,1
19,5,219671,16,10,5,11,2,5,1,0,0,20,40,1
74,5,203523,12,9,3,7,1,5,2,2653,0,12,40,1
22,1,268145,12,9,5,1,2,5,1,0,0,40,40,1
32,5,137421,12,9,4,9,3,4,2,0,0,40,27,1
31,5,302679,3,8,3,11,1,5,2,0,0,55,40,1
24,5,421474,10,13,3,13,1,5,2,0,0,40,40,1
46,5,98524,10,13,1,5,2,5,2,0,0,40,3,2
27,5,282313,12,9,3,15,1,3,2,0,0,40,40,1
56,5,157786,10,13,3,5,1,5,2,0,1902,55,40,2
40,5,83508,10,13,3,14,6,5,1,0,0,20,40,1
67,8,167687,12,9,3,5,1,5,2,3456,0,35,40,1
45,7,187272,12,9,3,4,1,2,2,0,0,45,36,1
36,2,187089,10,13,5,5,2,5,1,0,0,40,40,1
47,5,167625,13,14,1,11,5,5,1,0,0,40,40,2
61,5,190955,10,13,3,5,1,5,2,7688,0,40,40,2
50,5,185846,12,9,3,15,1,5,2,3103,0,40,40,2
43,5,55764,16,10,5,7,5,3,2,0,0,40,40,1
69,5,164110,10,13,3,13,1,5,2,10605,0,50,40,2
32,5,117444,10,13,5,5,2,5,2,0,0,50,40,1
38,7,164593,10,13,5,5,2,5,2,0,0,30,1,1
45,5,22610,16,10,1,2,5,5,1,0,0,40,40,1
32,5,303942,5,3,3,8,1,5,2,0,0,48,40,1
51,2,378126,12,9,1,2,5,5,1,0,1980,40,40,1
38,6,231491,12,9,3,4,1,5,2,0,0,50,40,2
36,5,69481,15,15,3,11,1,5,2,0,0,55,40,2
42,5,199018,13,14,3,5,1,5,2,0,0,40,40,2
24,5,255252,12,9,5,4,2,5,2,0,0,40,40,1
50,5,193871,13,14,3,11,6,5,1,0,0,38,40,1
36,5,23892,8,12,1,13,2,5,1,0,0,40,40,2
31,5,201156,16,10,1,8,5,5,1,0,0,55,40,2
33,5,171468,16,10,3,4,6,5,1,0,0,40,40,1
37,5,255454,6,4,3,8,1,3,2,7298,0,35,15,2
26,5,207258,16,10,5,5,4,5,1,0,0,40,40,1
43,7,134440,12,9,3,6,1,5,2,0,0,99,40,1
46,5,107737,16,10,3,13,1,5,2,0,0,40,40,1
22,5,193190,12,9,5,9,4,3,1,0,0,40,40,1
45,5,114774,13,14,1,11,2,5,1,0,2258,55,40,1
17,5,507492,2,7,5,13,4,5,1,0,0,15,14,1
23,5,209955,16,10,5,13,4,5,2,0,0,25,3,1
36,5,298635,10,13,3,9,1,4,2,0,0,40,21,2
47,5,175600,16,10,3,14,1,5,2,0,0,40,40,1
29,5,294592,13,14,5,5,2,5,2,0,0,45,40,1
39,5,40955,15,15,1,11,2,5,2,0,0,45,40,2
33,5,268996,9,11,1,13,2,5,2,0,0,25,40,1
30,5,175323,9,11,3,5,6,5,1,0,0,52,40,1
22,5,125010,10,13,5,2,2,5,1,0,0,20,40,1
18,1,201871,3,8,5,1,4,5,2,0,0,7,40,1
28,5,203171,16,10,1,4,2,5,2,0,0,40,40,1
40,5,53774,12,9,3,2,6,5,1,4064,0,12,40,1
29,5,247867,10,13,3,11,1,5,2,0,0,40,40,2
28,5,126135,16,10,5,6,2,5,1,0,0,40,40,1
23,5,82067,16,10,5,4,4,5,2,0,0,30,40,1
45,5,224559,1,6,3,2,1,3,2,0,0,40,40,1
48,3,127675,13,14,7,11,5,5,1,0,0,44,40,1
47,5,101825,12,9,3,2,6,5,1,0,0,40,40,2
48,7,259412,15,15,3,13,1,5,2,0,0,20,40,1
25,5,166977,10,13,3,11,6,5,1,0,1887,40,40,2
63,5,546118,16,10,3,5,1,5,2,0,0,35,40,2
42,5,110318,12,9,7,5,2,5,1,0,0,40,40,1
33,5,175856,10,13,3,5,1,5,2,0,0,50,40,2
30,5,156763,12,9,5,5,4,5,2,0,0,40,40,1
45,6,213897,13,14,3,13,1,2,2,0,1902,40,18,2
24,5,44493,9,11,3,4,6,5,1,0,0,40,40,1
34,5,201156,2,7,5,4,2,5,1,0,0,30,40,1
27,5,375703,10,13,5,2,4,3,1,0,0,40,40,1
31,5,293594,12,9,5,2,5,5,1,0,3770,37,34,1
44,3,183850,10,13,3,12,1,5,2,0,0,56,40,1
27,5,84433,16,10,5,5,2,5,1,0,0,50,40,1
62,1,296485,9,11,6,1,2,5,2,0,0,10,40,1
28,5,214026,12,9,1,13,5,5,1,0,0,35,40,1
40,3,104235,10,13,3,11,1,5,2,0,2051,30,40,1
42,5,212894,10,13,3,13,1,5,2,0,0,70,40,2
24,5,446647,10,13,5,2,4,5,2,0,0,15,40,1
56,5,530099,12,9,5,4,2,5,2,0,0,40,40,1
27,5,42850,12,9,5,4,2,5,2,0,0,40,1,1
43,5,120277,16,10,1,13,5,5,2,0,0,55,40,1
56,5,146554,12,9,6,2,3,3,1,0,0,40,40,1
20,5,44793,16,10,5,15,2,5,2,0,0,60,40,1
52,5,182907,12,9,3,15,1,5,2,0,0,55,40,1
50,5,341797,8,12,3,4,1,5,2,0,0,40,3,2
29,5,226441,16,10,5,2,2,5,1,0,0,40,40,1
23,5,48988,16,10,5,2,2,5,2,0,0,50,40,1
32,5,252646,9,11,3,4,1,5,2,0,0,40,40,2
27,1,214695,10,13,3,1,1,5,2,0,0,30,40,1
23,5,189194,16,10,5,8,4,5,2,0,0,40,40,1
28,5,68021,10,13,1,11,2,5,1,0,0,40,40,1
32,5,117369,12,9,5,9,2,5,2,0,0,48,40,1
19,5,340094,16,10,5,13,4,5,1,0,0,20,40,1
34,3,161113,16,10,3,15,1,5,2,0,0,40,40,1
23,8,279243,12,9,3,12,1,5,2,0,0,38,40,1
49,5,110669,1,6,1,8,2,5,1,0,0,32,40,1
17,5,121470,3,8,5,15,4,5,2,0,0,10,1,1
39,5,453686,10,13,1,11,2,5,2,0,0,40,40,2
32,5,281219,9,11,1,13,5,5,1,0,1380,40,40,1
30,5,235738,12,9,1,9,5,5,1,0,0,40,40,1
25,5,272167,10,13,5,2,2,5,2,0,0,30,40,1
76,1,84737,10,13,7,1,3,2,2,0,0,32,4,1
62,5,176965,6,4,3,9,1,5,2,0,0,40,40,1
61,5,101701,10,13,3,9,1,3,2,0,0,20,40,1
33,5,22405,12,9,6,9,5,1,1,0,0,72,40,1
50,5,98815,9,11,3,2,1,5,2,0,0,46,40,2
43,5,195897,12,9,3,4,1,5,2,0,0,40,40,2
27,5,96718,12,9,3,8,1,5,2,0,0,39,40,1
67,5,126361,2,7,3,9,1,3,2,0,0,9,40,2
27,8,56365,13,14,3,11,1,2,2,0,0,20,4,1
33,2,344073,10,13,5,12,2,5,2,0,1408,50,40,1
35,5,306388,12,9,1,13,5,5,1,0,0,30,40,1
20,5,143604,16,10,5,13,5,5,1,0,0,2,40,1
26,5,174592,10,13,5,9,4,5,1,0,0,15,40,1
45,7,48553,16,10,3,4,1,5,2,0,0,60,40,1
23,5,358355,5,3,3,7,6,5,1,0,0,40,27,1
48,5,443377,13,14,5,11,2,5,2,0,0,50,40,1
28,3,229656,13,14,3,5,6,5,1,0,1485,40,40,2
40,5,115516,13,14,3,9,1,2,2,0,0,40,4,1
62,5,189665,13,14,3,5,1,5,2,15024,0,40,40,2
52,7,105010,16,10,5,4,5,5,2,0,0,30,40,1
50,5,320510,16,10,3,5,1,5,2,0,0,60,40,2
43,5,175943,12,9,3,13,3,5,1,0,0,20,40,1
44,5,89172,13,14,1,2,2,5,2,0,0,40,40,1
25,5,281627,10,13,5,14,2,5,1,0,1564,30,40,2
23,8,1117718,16,10,5,12,2,3,2,0,0,30,40,1
39,5,108293,12,9,5,2,5,5,1,0,0,40,40,1
26,5,152035,12,9,5,5,2,5,1,0,0,40,40,1
40,5,38389,9,11,3,4,1,5,2,0,0,40,40,1
23,5,213902,16,10,5,9,5,5,1,0,0,20,40,1
22,3,192812,10,13,5,11,4,5,1,0,0,35,40,1
35,5,301911,10,13,3,5,1,2,2,0,0,50,25,2
52,5,89041,13,14,3,5,1,5,2,99999,0,40,40,2
37,5,96483,8,12,3,2,3,2,1,5178,0,38,40,2
25,5,209970,16,10,5,9,2,5,1,0,0,45,40,1
27,5,110622,10,13,5,2,2,2,1,0,0,40,31,1
51,8,250807,16,10,5,5,2,5,2,0,0,40,40,1
18,8,391257,16,10,5,2,2,5,1,0,0,16,40,1
26,5,135521,12,9,5,4,4,5,2,0,0,50,40,1
21,1,108670,16,10,5,1,4,5,1,0,0,40,40,1
42,5,179533,12,9,3,4,1,5,2,0,0,40,40,2
64,5,250117,10,13,3,12,1,5,2,0,1902,50,40,2
34,8,101562,12,9,5,9,4,5,1,0,0,40,40,1
70,6,223275,10,13,3,5,1,5,2,0,0,40,40,1
27,5,126060,9,11,5,11,2,5,1,0,0,35,40,1
52,8,168035,16,10,3,14,1,5,2,0,0,45,40,1
25,5,175382,12,9,5,2,2,5,2,0,0,45,40,1
33,5,170540,12,9,6,2,2,5,1,0,0,40,40,1
18,5,243240,2,7,5,7,4,5,2,0,0,15,40,1
51,7,381769,12,9,3,6,1,5,2,0,0,50,40,1
35,5,104545,12,9,1,5,5,5,1,0,0,20,40,1
61,5,74040,10,13,1,13,2,2,1,0,0,30,36,1
41,2,275366,16,10,3,9,1,5,2,0,0,40,40,1
40,7,194360,9,11,3,13,1,5,2,0,0,72,40,2
24,8,334693,12,9,3,2,6,5,1,0,0,40,40,1
29,5,146764,16,10,1,2,2,5,1,0,0,35,40,1
24,1,184975,12,9,5,1,2,5,1,0,0,25,40,1
18,5,336508,2,7,5,2,4,5,1,0,0,15,40,1
60,5,427248,12,9,1,2,2,5,1,0,0,40,40,1
35,1,186489,2,7,3,1,1,5,2,0,2603,40,40,1
28,5,258364,16,10,1,2,5,5,1,0,0,40,40,1
26,3,214215,2,7,3,9,3,5,2,0,0,50,40,1
41,7,49448,12,9,3,4,1,5,2,99999,0,40,40,2
52,5,261198,12,9,1,4,2,5,2,0,0,40,40,1
45,6,270535,10,13,3,11,1,5,2,15024,0,40,40,2
26,7,218993,10,13,5,11,4,5,2,0,0,30,40,1
48,5,155489,16,10,1,11,2,5,2,0,0,40,40,2
18,1,151866,16,10,5,1,4,5,1,0,0,30,40,1
47,5,98828,12,9,7,11,5,4,1,0,0,35,34,1
22,5,233495,7,5,1,10,2,5,1,0,0,40,40,1
35,5,182203,16,10,1,8,5,2,1,0,0,40,31,1
38,5,33394,12,9,3,13,1,5,2,0,0,75,40,2
19,1,171583,16,10,5,1,4,5,2,0,0,30,40,1
34,3,80411,16,10,3,12,1,5,2,0,0,40,40,1
39,5,161295,8,12,1,2,5,5,1,0,0,40,40,2
49,1,178341,12,9,3,1,1,5,2,7688,0,50,40,2
38,5,311523,16,10,3,8,1,4,2,0,0,40,21,1
25,5,315130,10,13,5,14,2,5,1,0,0,10,40,1
23,5,67311,10,13,5,5,4,5,1,0,0,40,3,1
48,5,44907,10,13,1,14,2,5,1,0,0,45,40,1
62,5,104849,13,14,3,2,1,2,2,0,0,40,4,2
27,5,225768,12,9,5,9,4,5,2,0,0,20,40,1
24,5,186666,16,10,3,4,1,5,2,0,0,50,40,1
23,1,69510,10,13,5,1,2,5,2,0,0,50,40,1
59,5,171242,10,13,6,5,2,5,2,0,0,45,40,1
55,5,197420,12,9,5,10,5,5,1,0,0,40,27,1
48,5,224087,1,6,3,15,1,3,2,0,0,40,40,1
61,7,140141,16,10,3,4,1,5,2,0,0,40,40,1
43,7,175943,16,10,5,4,2,5,1,0,0,14,40,1
46,3,318259,12,9,5,9,5,5,1,0,0,40,40,1
34,5,190027,12,9,6,14,5,3,1,0,0,35,40,1
32,5,233838,12,9,3,15,1,3,2,0,0,50,40,1
51,1,117847,12,9,3,1,1,5,2,0,0,99,40,1
26,5,49092,12,9,3,11,1,5,2,0,0,30,40,1
39,5,171524,1,6,5,7,2,5,2,0,0,40,5,1
50,5,237868,12,9,3,13,1,5,2,0,1887,55,40,2
51,7,34067,12,9,3,4,1,5,2,0,0,40,40,1
43,6,25005,16,10,3,5,1,5,2,0,0,40,40,1
30,5,177437,10,13,1,13,2,5,2,0,0,40,40,1
44,3,185267,10,13,3,11,1,5,2,0,1902,40,40,2
40,5,104397,12,9,3,13,4,5,1,0,0,30,40,1
41,5,33331,13,14,3,5,1,5,2,0,1902,40,40,2
48,5,29128,12,9,1,9,5,5,1,0,0,20,40,1
57,8,328228,12,9,3,2,1,5,2,0,0,40,40,2
21,5,227411,9,11,5,13,4,5,1,0,0,40,40,1
27,5,169117,16,10,5,2,5,3,1,0,0,30,40,1
27,5,238267,16,10,5,9,5,5,1,0,0,10,40,1
31,5,118551,12,9,5,14,2,5,1,0,0,40,40,1
23,5,47541,12,9,3,8,1,5,2,0,0,50,40,1
45,5,92374,16,10,5,5,2,4,2,13550,0,60,20,2
61,3,224598,12,9,3,12,1,3,2,0,0,24,1,1
32,5,131568,16,10,3,8,1,5,2,0,0,40,40,1
42,5,183319,12,9,1,4,2,5,2,0,0,43,40,2
41,5,309932,12,9,3,4,1,5,2,0,0,50,40,1
60,5,197311,12,9,1,10,5,5,1,0,0,99,40,1
28,5,292120,16,10,5,2,4,5,1,0,0,42,40,1
49,5,117310,8,12,3,2,4,5,1,0,0,38,40,1
23,5,308647,9,11,3,14,1,5,2,0,1887,40,40,2
30,5,135785,10,13,5,11,2,5,1,0,0,40,40,1
