48842,14,,,,,,,,,,,,,,
A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
21,5,43587,16,10,5,13,4,5,1,0,0,30,40,0
24,5,3.1861e+05,16,10,5,5,2,5,2,0,1504,40,40,0
17,1,2.3566e+05,1,6,5,1,4,5,1,0,0,30,40,0
29,5,1.2953e+05,10,13,5,11,2,5,1,0,0,40,40,0
61,5,2.0043e+05,11,16,3,11,1,5,2,0,0,40,40,1
35,5,1.8824e+05,12,9,1,8,5,5,1,0,0,48,40,0
56,7,3.0663e+05,9,11,3,11,1,5,2,0,0,40,40,0
44,7,85019,10,13,3,4,1,2,2,0,0,40,1,1
22,1,3.5629e+05,12,9,5,1,4,3,2,0,0,10,40,0
45,5,1.0277e+05,12,9,3,5,1,5,2,0,0,40,40,1
40,3,34739,16,10,3,5,6,5,1,0,0,36,40,0
22,1,2.0196e+05,12,9,5,1,4,3,2,0,0,40,40,0
28,5,1.2674e+05,5,3,5,9,3,5,2,2176,0,52,27,0
46,3,85341,13,14,3,11,1,5,2,0,0,56,40,0
57,5,2.7594e+05,12,9,3,6,1,5,2,0,0,40,40,0
41,5,82823,12,9,3,2,6,5,1,5013,0,30,40,0
30,5,1.8339e+05,12,9,6,2,5,5,1,0,0,40,40,0
21,5,1.1649e+05,16,10,5,11,4,5,1,0,0,40,40,0
62,7,2.1579e+05,13,14,3,5,1,5,2,0,1977,50,40,1
19,5,3.6587e+05,16,10,5,15,4,5,2,0,0,32,40,0
63,3,1.9928e+05,12,9,5,5,2,5,1,8614,0,38,40,1
39,7,34111,12,9,3,6,1,5,2,0,0,70,40,0
72,1,3.1457e+05,16,10,7,1,2,5,1,0,0,8,40,0
40,6,1.0258e+05,13,14,3,11,1,3,2,0,0,55,39,0
27,5,1.0352e+05,12,9,5,7,5,5,2,0,0,35,40,0
47,7,1.1422e+05,8,12,3,5,1,5,2,0,0,25,40,0
28,5,2.4693e+05,12,9,5,13,4,5,2,0,0,40,40,0
27,5,1.0781e+05,16,10,3,13,1,5,2,0,0,40,40,0
26,7,1.0916e+05,12,9,3,5,1,5,2,0,0,25,40,0
59,5,1.128e+05,12,9,1,11,5,5,1,0,0,60,40,0
33,5,30612,16,10,3,13,1,5,2,0,0,40,40,0
35,5,1.0599e+05,2,7,5,8,2,5,1,0,0,40,40,0
57,5,1.1309e+05,12,9,3,2,1,5,2,0,0,40,40,1
30,5,26252,8,12,5,2,5,1,1,0,0,40,40,0
31,5,49469,13,14,5,5,2,5,2,0,0,55,40,1
24,5,1.7217e+05,16,10,5,7,5,5,2,0,0,30,40,0
36,5,1.5103e+05,6,4,3,6,1,5,2,0,0,55,40,0
46,5,1.3424e+05,16,10,1,5,2,5,1,0,0,40,40,0
38,8,87282,9,11,5,2,5,2,1,0,0,40,40,0
19,5,84250,16,10,5,11,4,5,1,0,0,15,40,0
33,5,76107,12,9,3,5,1,5,2,4386,0,60,40,1
59,6,36085,15,15,3,11,1,5,2,15024,0,60,40,1
32,5,2.2033e+05,12,9,3,4,1,5,2,7298,0,46,40,1
58,5,1.0536e+05,12,9,3,8,1,5,2,0,0,40,33,0
19,5,1.9867e+05,3,8,5,4,4,5,2,0,0,47,40,0
43,5,1.5747e+05,12,9,5,13,2,5,1,0,0,40,40,0
20,5,1.2657e+05,12,9,5,4,2,5,2,0,0,40,40,0
56,6,2.209e+05,12,9,3,5,1,5,2,0,0,40,40,1
57,2,2.3605e+05,12,9,1,2,5,5,1,0,0,40,40,0
42,5,34218,15,15,1,11,2,5,2,99999,0,80,40,1
62,5,1.5592e+05,1,6,3,8,1,5,2,0,0,40,40,0
37,5,1.3968e+05,12,9,1,8,2,5,2,0,0,45,40,0
34,5,23778,10,13,1,4,5,5,2,0,0,40,40,0
24,5,2.368e+05,16,10,1,13,2,5,2,0,0,40,40,0
78,5,4.5432e+05,4,2,7,7,3,5,2,0,0,20,28,0
43,5,2.2915e+05,10,13,5,2,2,3,2,0,0,50,29,0
60,3,1.1999e+05,12,9,3,9,1,5,2,0,0,40,40,0
39,3,4.554e+05,12,9,3,12,1,3,2,15024,0,40,40,1
21,5,3.0169e+05,12,9,5,4,2,5,2,0,0,35,27,0
64,1,1.5514e+05,12,9,7,1,2,3,2,0,0,20,40,0
27,5,2.5965e+05,10,13,5,5,2,5,1,0,0,40,40,0
44,8,1.5664e+05,12,9,1,11,2,5,1,0,0,39,40,0
37,5,94208,4,2,1,9,5,5,1,0,0,35,27,0
31,5,1.1772e+05,12,9,3,9,1,5,2,0,0,40,33,0
27,3,1.0082e+05,10,13,3,11,6,1,1,0,0,40,40,0
31,5,1.4499e+05,12,9,4,8,5,3,1,0,0,40,40,0
37,6,1.9884e+05,10,13,3,13,1,5,2,0,0,50,40,1
43,5,2.2388e+05,10,13,3,14,1,5,2,7298,0,40,40,1
18,5,2.6402e+05,16,10,5,9,4,5,2,0,0,16,3,0
23,8,26842,9,11,2,2,6,5,1,0,0,30,40,0
40,5,4.7734e+05,6,4,3,7,1,5,2,0,2057,40,27,0
22,5,2.6741e+05,14,1,5,9,4,3,1,594,0,20,24,0
61,6,1.9061e+05,10,13,3,13,1,5,2,0,0,45,40,1
63,5,2.8124e+05,16,10,7,5,2,5,1,0,0,40,40,0
59,5,2.5459e+05,10,13,3,13,1,5,2,0,0,55,40,1
33,5,1.5919e+05,16,10,3,8,1,5,2,0,0,54,40,1
51,8,2.0045e+05,12,9,3,9,1,5,2,0,0,40,40,1
38,3,1.4085e+05,12,9,3,12,1,5,2,0,0,40,40,1
52,5,2.4252e+05,12,9,3,2,6,5,1,7688,0,40,40,1
47,7,2.9467e+05,12,9,3,13,1,5,2,0,0,55,40,1
20,8,68358,16,10,5,2,4,5,1,0,0,10,40,0
53,5,1.071e+05,10,13,5,13,5,5,2,0,1669,50,40,0
43,5,2.4442e+05,12,9,5,8,5,3,1,0,0,40,40,0
26,7,1.9564e+05,1,6,5,5,2,5,2,0,0,75,40,1
39,5,3.6859e+05,12,9,1,15,2,5,1,0,0,37,34,0
30,5,2.1581e+05,12,9,6,7,2,5,2,0,0,60,40,0
45,5,1.6582e+05,10,13,3,5,1,5,2,0,0,50,40,1
25,5,1.9338e+05,12,9,5,15,2,5,2,0,0,40,40,0
45,5,1.2012e+05,10,13,3,13,1,5,2,0,0,50,40,0
25,3,3.116e+05,10,13,5,11,2,5,1,0,0,55,40,0
48,5,3.238e+05,8,12,3,11,1,5,2,0,1902,38,40,1
32,5,2.5389e+05,12,9,3,4,1,5,2,0,0,40,40,0
67,1,1.0525e+05,16,10,3,1,1,5,2,0,0,20,40,0
37,5,2.207e+05,12,9,3,2,1,5,2,0,0,40,40,0
51,5,1.941e+05,16,10,3,5,6,5,1,0,0,30,40,1
28,5,1.8129e+05,16,10,3,9,4,5,1,7688,0,40,40,1
28,5,2.5859e+05,10,13,5,9,2,5,1,0,0,50,40,0
28,5,1.3898e+05,12,9,5,4,2,3,2,0,0,48,40,0
22,5,81145,12,9,5,9,5,5,1,0,0,40,40,0
32,5,2.5085e+05,9,11,1,2,2,5,2,0,0,40,40,0
35,1,3.6574e+05,16,10,5,1,4,5,2,0,0,40,40,0
32,5,2.5786e+05,10,13,5,2,2,5,1,0,0,50,40,0
27,5,2.037e+05,13,14,5,14,4,5,2,0,0,50,40,0
54,5,87205,12,9,6,2,2,5,1,0,0,45,40,0
66,7,1.9516e+05,15,15,5,11,2,5,2,0,0,20,1,0
41,5,4.7049e+05,4,2,4,7,5,5,2,0,1719,40,27,0
46,3,93557,10,13,3,11,1,5,2,3103,0,50,40,1
39,5,1.0799e+05,16,10,3,5,1,5,2,0,0,45,40,1
51,5,63081,8,12,3,11,6,5,1,0,0,40,40,1
26,5,73988,16,10,5,11,2,5,2,0,0,40,40,0
53,5,1.3608e+05,12,9,1,10,2,5,1,0,0,50,40,0
38,8,49115,16,10,3,2,1,5,2,0,0,27,40,0
30,5,3.1465e+05,12,9,4,6,5,2,2,0,0,40,1,0
18,5,1.6622e+05,12,9,5,9,4,5,1,0,0,20,40,0
44,1,1.1848e+05,15,15,3,1,1,5,2,0,0,80,40,0
56,3,2.9153e+05,13,14,3,11,1,5,2,0,0,50,40,1
41,7,2.5239e+05,5,3,3,4,1,5,2,0,0,96,27,0
42,5,86912,10,13,1,9,2,5,2,0,0,40,40,0
44,5,1.9354e+05,7,5,5,10,5,5,1,0,0,50,34,0
33,5,83231,12,9,3,9,6,5,1,0,0,40,40,0
43,5,3.2546e+05,16,10,1,14,2,5,2,0,0,45,40,0
21,5,36011,16,10,5,13,2,5,2,0,0,40,40,0
45,5,2.7487e+05,12,9,1,2,5,5,1,0,0,40,40,0
38,5,1.7832e+05,12,9,3,13,1,5,2,0,0,70,40,1
38,5,67666,13,14,5,5,2,3,1,0,0,38,40,0
33,5,1.5300e+05,1,6,3,4,1,5,2,0,0,40,40,0
27,5,1.3827e+05,12,9,3,5,1,5,2,0,0,45,40,1
33,5,2.652e+05,12,9,1,8,5,3,1,0,0,40,40,0
43,5,4.3732e+05,16,10,3,15,1,5,2,0,0,40,40,1
38,5,2.0811e+05,10,13,1,5,5,5,2,0,0,50,40,0
50,7,91103,12,9,3,4,1,5,2,0,0,51,40,1
57,8,3.8822e+05,16,10,3,11,1,5,2,0,0,40,40,1
76,7,42162,12,9,7,5,2,5,1,0,0,2,40,0
52,7,4.1723e+05,12,9,3,15,1,5,2,0,0,70,40,0
36,8,1.8022e+05,12,9,3,5,1,5,2,0,0,50,40,0
30,5,1.8756e+05,16,10,5,13,2,5,2,0,0,50,40,0
39,5,1.2757e+05,12,9,5,5,2,5,1,2202,0,45,40,0
51,2,68898,16,10,3,5,1,5,2,0,0,40,40,1
31,5,78662,12,9,6,13,5,5,1,0,0,40,27,0
56,5,1.5878e+05,2,7,3,13,1,5,2,0,0,55,40,0
28,5,1.6458e+05,16,10,3,2,1,5,2,0,0,40,40,0
38,5,3.283e+05,16,10,5,13,5,5,1,0,0,40,40,0
49,5,2.139e+05,10,13,3,13,1,2,2,0,0,50,25,1
40,5,2.3068e+05,12,9,3,11,1,5,2,0,0,40,40,1
23,5,3.8168e+05,16,10,5,14,3,5,1,0,0,40,40,0
44,3,3.6088e+05,13,14,1,11,5,5,1,0,0,40,40,0
36,8,2.5699e+05,10,13,3,2,6,5,1,0,0,40,40,1
31,5,1.1212e+05,12,9,5,2,4,5,2,0,0,40,40,0
24,5,1.1358e+05,16,10,5,13,2,5,2,0,0,40,40,0
35,5,1.8938e+05,16,10,5,2,2,5,1,0,0,38,40,0
45,5,2.0108e+05,16,10,3,13,1,5,2,0,0,60,40,1
46,5,3.4442e+05,11,16,3,11,1,5,2,0,0,40,40,1
57,5,2.0123e+05,12,9,3,10,1,5,2,0,0,30,40,0
20,5,3.3219e+05,12,9,5,7,4,3,2,0,0,20,40,0
30,5,2.1686e+05,7,5,1,5,5,5,1,0,0,40,40,0
60,5,2.9092e+05,12,9,1,5,2,5,1,0,0,27,40,0
42,3,2.2355e+05,13,14,5,11,2,5,2,0,0,40,40,0
25,5,1.0942e+05,16,10,5,5,2,5,1,8614,0,45,40,1
27,5,1.353e+05,10,13,3,5,6,5,1,0,0,40,40,1
59,8,1.0027e+05,13,14,1,11,2,5,1,0,0,60,40,0
18,5,99497,3,8,5,9,4,4,1,0,0,30,40,0
26,1,2.2366e+05,12,9,1,1,5,5,1,0,0,84,40,0
48,6,3.4176e+05,16,10,3,5,1,5,2,0,0,50,40,1
41,5,2.3648e+05,12,9,3,4,1,5,2,0,0,40,40,0
20,1,3.1157e+05,12,9,3,1,3,5,1,0,0,32,40,0
36,5,5.8874e+05,10,13,1,13,2,5,1,0,0,40,20,0
44,6,79521,10,13,3,6,1,5,2,15024,0,55,40,1
36,5,3.2744e+05,16,10,5,2,4,5,1,0,0,40,40,0
32,5,2.2964e+05,8,12,3,7,1,5,2,5013,0,60,40,0
26,5,1.2448e+05,10,13,5,11,2,2,2,0,0,25,20,0
58,5,2.1876e+05,9,11,7,11,5,5,1,0,0,45,40,0
39,8,1.781e+05,10,13,5,11,2,5,1,0,0,40,40,0
19,1,1.9706e+05,16,10,5,1,4,3,2,0,0,30,40,0
39,5,1.9116e+05,12,9,6,4,5,5,2,0,0,55,40,0
65,5,2.6683e+05,12,9,7,4,2,5,2,1848,0,40,40,0
29,5,2.5153e+05,16,10,3,14,6,5,1,0,0,20,40,0
22,1,1.4596e+05,12,9,5,1,5,5,2,0,0,40,40,0
23,5,3.0715e+05,10,13,5,11,4,5,1,0,0,25,40,0
36,5,37238,10,13,5,14,2,5,2,0,0,42,40,0
32,5,1.2902e+05,10,13,3,9,1,5,2,0,0,40,40,0
30,5,2.0943e+05,12,9,3,2,6,5,1,0,0,40,40,0
38,5,1.3936e+05,10,13,5,2,2,5,2,0,0,40,40,1
25,2,1.6912e+05,16,10,3,4,1,5,2,0,0,40,40,0
41,5,1.1639e+05,10,13,3,5,1,5,2,0,0,40,40,1
31,5,1.7602e+05,12,9,5,14,5,3,1,0,0,40,40,0
66,7,44712,12,9,3,4,6,5,1,0,0,15,40,0
35,7,1.9076e+05,16,10,1,4,4,5,2,0,0,40,40,0
36,5,1.8569e+05,6,4,3,6,1,5,2,0,0,35,40,0
17,5,80576,1,6,5,9,4,5,1,0,0,16,40,0
31,5,2.8217e+05,16,10,3,4,1,5,2,0,0,40,27,0
20,5,1.8716e+05,12,9,5,8,4,5,1,0,0,40,40,0
25,5,2.1447e+05,10,13,5,13,4,5,1,0,0,40,40,0
59,7,1.8541e+05,16,10,3,13,1,5,2,0,0,70,40,0
37,5,87757,8,12,5,5,2,5,2,0,0,45,40,0
42,5,4.4958e+05,16,10,3,4,1,5,2,0,0,48,40,1
31,5,3.0903e+05,10,13,5,11,2,5,1,0,0,40,40,0
32,5,1.5529e+05,3,8,1,13,2,5,1,0,1762,45,40,0
46,5,32825,12,9,3,15,1,5,2,0,0,60,40,0
36,5,2.1684e+05,4,2,3,9,1,5,2,0,0,40,27,0
45,8,1.4964e+05,10,13,3,2,1,5,2,0,0,38,40,1
19,8,1.4098e+05,16,10,5,9,4,5,2,0,0,20,40,0
38,5,2.1819e+05,8,12,5,9,4,5,1,0,0,25,40,0
27,8,1.8733e+05,12,9,6,12,2,5,2,0,0,45,40,0
33,5,1.8251e+05,9,11,1,2,5,5,1,0,0,40,40,0
55,7,1.5764e+05,7,5,3,13,1,5,2,0,0,58,40,0
46,3,2.585e+05,13,14,1,11,5,5,1,0,0,40,40,0
29,5,87632,2,7,3,8,1,5,2,0,0,40,40,0
22,5,2.2839e+05,16,10,5,2,4,5,1,0,0,36,40,0
59,8,2.0073e+05,13,14,3,11,1,2,2,0,0,50,31,1
36,5,49657,10,13,3,11,1,5,2,0,0,50,40,1
27,3,1.0618e+05,10,13,4,11,2,5,1,0,0,50,40,0
21,5,1.3527e+05,8,12,5,11,2,5,1,0,0,36,40,0
65,1,4.8644e+05,16,10,3,1,1,5,2,0,0,45,40,1
29,5,69757,10,13,1,5,3,5,1,0,0,50,40,0
53,5,1.9032e+05,10,13,3,13,1,2,2,0,1485,40,38,1
20,5,1.8841e+05,16,10,5,15,2,5,2,0,0,60,40,0
54,5,1.8125e+05,16,10,3,13,1,5,2,0,0,40,40,0
32,5,1.0357e+05,16,10,3,8,1,5,2,0,0,40,40,0
18,5,1.8072e+05,2,7,5,9,4,5,2,0,0,16,40,0
26,8,34862,16,10,3,2,1,2,2,0,0,38,1,0
55,6,2.7524e+05,9,11,3,5,1,5,2,0,0,48,40,1
40,7,76487,10,13,5,11,2,5,2,0,0,50,40,0
37,2,75073,8,12,5,12,2,3,2,0,0,42,40,0
23,5,2.3193e+05,12,9,5,4,4,5,2,0,0,40,40,0
45,5,1.8641e+05,16,10,1,2,2,5,2,0,0,38,40,0
42,7,3.4462e+05,11,16,5,11,2,5,2,0,0,99,40,1
66,5,97847,9,11,3,4,1,5,2,0,0,38,40,0
30,5,3.8752e+05,10,13,3,5,1,5,2,7298,0,40,40,1
25,1,1.9351e+05,10,13,5,1,4,5,1,0,0,35,9,0
20,5,3.2503e+05,3,8,5,9,4,3,2,0,0,35,40,1
37,5,2.8564e+05,12,9,5,15,2,3,2,0,0,50,40,0
20,5,1.8601e+05,12,9,5,9,2,5,1,0,0,38,40,0
27,5,2.0316e+05,12,9,3,8,1,5,2,0,0,40,40,0
20,1,1.9029e+05,16,10,5,1,4,5,2,0,0,35,40,0
33,5,2.1955e+05,8,12,3,5,1,5,2,0,0,50,40,0
53,5,2.9088e+05,6,4,3,8,1,5,2,0,0,40,27,0
54,5,1.334e+05,7,5,3,8,1,5,2,0,1902,35,40,0
33,5,1.5015e+05,10,13,3,13,1,5,2,0,0,40,40,0
22,5,2.0308e+05,1,6,3,7,1,5,2,0,0,40,40,0
39,5,1.5859e+05,16,10,5,13,4,5,2,0,0,40,40,0
23,2,2.1512e+05,16,10,5,2,4,5,1,0,0,25,40,0
20,5,1.1748e+05,16,10,5,7,4,5,2,0,0,40,40,0
19,5,1.5927e+05,16,10,5,9,4,5,2,0,0,18,40,0
24,5,1.8992e+05,9,11,5,5,4,5,1,0,0,60,40,0
32,3,2.263e+05,13,14,3,11,1,5,2,0,0,50,40,1
38,5,1.0389e+05,16,10,1,9,2,5,2,0,0,40,40,0
34,2,1.4851e+05,16,10,1,14,2,5,1,0,0,40,40,0
39,5,79586,16,10,3,14,1,2,2,0,0,35,20,1
40,1,95049,9,11,6,1,4,5,1,0,0,40,1,0
45,6,1.9284e+05,10,13,3,5,1,5,2,0,0,45,40,1
21,5,3.1618e+05,12,9,5,9,3,3,2,0,0,40,40,0
49,5,1.3248e+05,11,16,1,14,5,5,2,7430,0,40,40,1
44,5,76487,12,9,3,15,1,5,2,0,0,40,40,0
18,5,3.0271e+05,12,9,5,9,2,5,1,0,0,35,40,0
42,5,2.2519e+05,10,13,3,5,1,5,2,0,0,40,40,0
49,5,1.0209e+05,2,7,7,4,2,5,2,2174,0,40,40,0
51,5,1.7375e+05,12,9,3,15,1,5,2,0,0,40,40,1
20,5,38238,2,7,5,9,4,5,2,0,0,25,40,0
41,5,2.1203e+05,2,7,3,4,1,3,2,0,0,40,40,0
25,5,1.7359e+05,16,10,5,5,4,5,2,0,0,75,40,0
27,3,1.3272e+05,12,9,5,15,4,3,2,0,0,40,40,0
23,5,1.0359e+05,12,9,5,9,4,5,2,0,0,40,40,0
37,3,75387,12,9,3,9,1,5,2,0,0,40,40,0
22,5,38444,10,13,5,11,2,5,1,0,0,10,40,0
21,5,35603,12,9,5,12,2,3,2,0,0,11,40,0
24,5,5.8848e+05,12,9,5,7,4,5,2,594,0,40,40,0
62,1,1.9112e+05,12,9,3,1,1,5,2,0,0,40,40,0
70,1,88638,12,9,3,1,6,5,1,0,0,8,40,0
61,5,27086,12,9,1,15,2,5,2,0,0,40,40,0
63,5,1.8432e+05,16,10,3,9,1,5,2,0,0,24,40,0
31,5,3.0738e+05,16,10,5,9,2,1,1,0,0,40,40,0
17,5,93511,2,7,5,13,4,5,1,0,0,15,40,0
23,5,32950,16,10,5,7,4,5,2,0,0,40,40,0
40,5,3.1394e+05,16,10,3,4,1,5,2,0,0,40,40,0
47,3,2.7552e+05,16,10,1,2,2,5,1,0,0,72,40,0
55,5,1.3214e+05,7,5,3,13,1,5,2,0,0,45,40,0
37,7,3.778e+05,16,10,1,4,2,5,2,0,0,50,40,0
48,5,1.98e+05,10,13,5,13,3,5,1,0,0,38,40,1
67,5,1.6659e+05,12,9,1,10,5,3,1,1848,0,99,40,0
72,7,1.1703e+05,16,10,3,9,1,5,2,0,0,40,40,0
31,3,2.7537e+05,16,10,5,12,2,3,2,0,0,40,40,0
24,5,3.0058e+05,16,10,3,4,1,5,2,0,0,45,40,0
27,3,2.31e+05,10,13,5,11,2,5,1,0,0,45,40,0
32,5,73199,3,8,5,6,4,2,2,0,0,40,31,0
61,5,3.6207e+05,8,12,3,5,1,5,2,0,0,50,40,1
34,5,1.626e+05,12,9,5,4,3,3,2,0,0,40,40,0
40,5,86143,9,11,3,7,4,2,2,0,0,40,31,0
39,5,1.1648e+05,9,11,1,14,2,5,1,0,0,40,40,0
49,7,1.0231e+05,15,15,3,11,1,5,2,15024,0,35,40,1
57,6,1.9907e+05,6,4,3,5,1,5,2,0,0,90,13,1
47,5,2.051e+05,16,10,3,13,1,5,2,0,0,45,40,1
38,5,1.2749e+05,8,12,7,13,5,5,1,0,0,35,40,0
77,7,34761,6,4,3,6,1,5,2,0,0,40,40,0
20,5,2.2148e+05,16,10,5,14,5,5,1,0,0,8,40,0
37,7,2.1647e+05,1,6,3,4,1,5,2,0,0,30,40,0
43,6,1.4721e+05,8,12,5,5,2,5,2,27828,0,45,40,1
50,5,1.6287e+05,12,9,1,9,2,5,1,0,0,45,40,0
68,7,3.357e+05,6,4,7,9,2,5,1,0,0,40,40,0
55,5,2.5032e+05,12,9,1,2,2,5,1,0,0,40,40,0
52,3,1.8286e+05,13,14,5,11,2,5,2,10520,0,45,40,1
24,5,97743,12,9,5,9,2,5,2,0,0,37,40,0
42,5,2.2706e+05,10,13,5,2,2,5,2,0,0,60,40,0
51,5,59840,12,9,1,7,2,5,2,2174,0,40,40,0
26,5,1.4045e+05,12,9,3,7,6,5,1,0,0,40,40,0
32,2,86150,10,13,3,5,6,2,1,0,1977,40,40,1
51,5,1.4788e+05,16,10,5,2,4,5,1,0,0,40,40,0
26,5,2.192e+05,12,9,5,7,2,5,2,0,0,40,40,0
46,5,28497,16,10,3,13,1,5,2,0,0,8,40,0
27,5,4.0518e+05,12,9,5,2,4,5,1,0,0,35,40,0
29,5,3.2045e+05,10,13,4,13,3,2,2,0,0,40,1,0
71,7,30661,6,4,3,6,1,5,2,6514,0,40,40,1
30,3,38268,12,9,6,9,5,5,2,0,0,40,40,1
42,5,1.999e+05,16,10,3,4,1,5,2,0,0,52,40,0
39,6,1.7254e+05,12,9,3,5,1,5,2,0,0,60,40,1
17,5,1.9452e+05,2,7,5,6,4,5,1,0,0,18,40,0
20,5,1.2902e+05,16,10,5,2,4,5,1,0,0,35,40,0
37,5,2.0383e+05,12,9,1,8,5,5,2,0,0,40,40,0
40,5,1.4666e+05,8,12,5,11,2,5,2,0,0,40,40,0
27,5,29261,8,12,5,9,3,5,2,0,0,42,40,0
19,5,3.6611e+05,1,6,5,9,3,5,2,0,0,40,40,0
29,5,2.1209e+05,16,10,1,12,2,5,2,0,0,40,40,0
42,5,2.0287e+05,12,9,3,2,6,5,1,0,0,36,40,1
31,5,3.739e+05,10,13,3,2,1,5,2,0,0,40,40,1
41,5,2.894e+05,12,9,1,14,2,3,2,0,0,40,1,0
21,5,60552,12,9,5,2,4,5,1,0,0,40,40,0
46,5,1.8832e+05,16,10,3,8,1,5,2,0,0,50,40,1
21,1,3.9848e+05,16,10,5,1,4,5,1,0,0,40,40,0
37,2,2.542e+05,13,14,5,5,2,5,1,27828,0,50,40,1
41,6,2.7786e+05,10,13,7,5,2,3,1,0,0,45,40,0
50,5,1.0235e+05,12,9,1,2,5,5,1,0,0,36,1,0
34,5,2.2663e+05,3,8,6,13,5,5,1,0,0,34,40,0
47,5,2.1963e+05,4,2,7,8,5,5,2,0,0,40,27,0
21,5,4.491e+05,12,9,5,5,2,5,1,0,0,40,40,0
49,5,3.3054e+05,11,16,1,5,5,5,2,0,0,40,40,1
38,5,2.0294e+05,13,14,5,5,2,5,1,0,0,40,40,1
43,2,2.6973e+05,13,14,3,5,1,5,2,0,0,40,40,1
40,7,3.5586e+05,10,13,4,5,2,2,2,0,0,40,40,0
48,6,2.751e+05,12,9,3,5,1,5,2,0,0,70,13,1
30,8,1.37e+05,12,9,1,5,5,5,1,0,0,40,40,0
38,5,1.3693e+05,8,12,5,2,2,2,1,0,0,38,38,0
31,1,3.4674e+05,12,9,5,1,3,5,1,0,0,45,40,0
30,3,2.6494e+05,10,13,6,11,5,5,1,0,0,40,40,0
37,5,2.6972e+05,12,9,5,2,4,5,2,0,0,38,40,0
28,5,2.5190e+05,13,14,5,13,2,5,2,0,0,42,40,0
57,5,1.8064e+05,16,10,3,4,1,5,2,0,0,40,40,0
25,5,1.1692e+05,16,10,5,4,3,5,2,0,0,40,40,0
40,7,1.8252e+05,8,12,3,2,6,5,1,0,0,40,40,0
49,3,1.9986e+05,12,9,3,8,1,5,2,0,2179,40,40,0
44,5,1.2748e+05,16,10,3,14,1,5,2,7688,0,40,40,1
44,5,1.4297e+05,12,9,7,9,5,5,1,0,0,40,40,0
18,5,1.1526e+05,1,6,5,4,5,5,2,0,0,40,40,0
45,5,1.9082e+05,12,9,3,9,1,5,2,0,0,31,40,0
50,3,68898,11,16,3,5,1,5,2,0,0,55,40,1
17,6,1.52e+05,3,8,5,2,4,5,1,0,0,16,40,0
28,7,2.3647e+05,12,9,3,4,1,5,2,0,0,40,40,0
38,3,29075,16,10,3,2,6,1,1,5013,0,40,40,0
43,8,1.8699e+05,12,9,3,4,1,5,2,0,0,37,40,0
48,5,2.1037e+05,12,9,5,4,4,5,2,0,0,40,40,0
57,1,1.7964e+05,9,11,3,1,6,5,1,0,0,5,40,0
28,5,1.1913e+05,8,12,3,8,1,5,2,0,0,40,40,0
46,5,1.8839e+05,12,9,1,9,4,5,2,0,0,40,40,0
28,5,1.2064e+05,12,9,5,8,4,3,1,0,0,40,40,0
58,3,3.0318e+05,12,9,1,4,2,5,2,0,0,40,40,0
23,5,3.5843e+05,10,13,5,11,5,3,1,0,0,40,40,0
57,5,36091,12,9,6,9,5,1,1,0,0,40,40,0
48,5,2.5065e+05,13,14,3,11,1,5,2,0,0,35,40,1
49,5,1.3192e+05,16,10,3,8,1,5,2,0,0,50,40,1
40,7,1.515e+05,16,10,3,4,1,5,2,0,0,60,40,1
41,5,1.6188e+05,12,9,6,8,2,3,2,0,0,50,40,0
45,5,1.2368e+05,12,9,3,7,1,5,2,0,0,40,40,0
27,5,94090,16,10,3,8,1,5,2,0,0,50,40,0
22,1,1.2998e+05,16,10,5,1,2,5,2,0,0,25,40,0
50,5,2.3726e+05,13,14,5,5,2,5,2,27828,0,48,40,1
65,7,1.4738e+05,13,14,3,11,1,5,2,0,0,16,40,0
36,2,2.5363e+05,16,10,3,2,1,5,2,0,0,40,34,1
63,1,5.2862e+05,1,6,3,1,1,5,2,0,0,40,40,0
22,5,27881,12,9,3,6,1,5,2,0,0,45,40,0
28,5,79874,9,11,5,8,2,5,2,0,0,40,40,0
18,5,1.5698e+05,2,7,5,13,4,5,1,0,0,20,40,0
46,3,1.9542e+05,10,13,3,11,1,3,2,0,0,40,40,1
37,5,1.7518e+05,2,7,5,8,2,5,2,0,0,40,40,0
46,5,2.738e+05,12,9,3,15,1,5,2,0,0,65,40,1
37,8,3.737e+05,15,15,3,11,1,5,2,0,0,60,40,1
31,5,82508,16,10,5,2,2,5,2,0,0,40,40,0
38,5,1.6255e+05,12,9,5,5,2,2,1,0,0,35,18,0
24,5,1.663e+05,10,13,5,11,4,2,2,0,0,25,40,0
25,3,1.0012e+05,10,13,5,2,2,5,1,0,0,40,40,0
30,5,1.7569e+05,16,10,5,2,5,3,1,0,0,40,40,0
45,5,1.8444e+05,6,4,5,8,5,5,1,0,0,42,40,0
28,6,1.6774e+05,13,14,3,13,1,5,2,5178,0,40,40,1
58,5,1.8612e+05,10,13,1,5,2,5,2,0,0,40,40,0
44,7,1.7785e+05,15,15,3,11,1,5,2,0,0,60,40,0
35,5,1.0696e+05,12,9,3,13,1,5,2,0,0,60,40,0
54,5,4.1971e+05,12,9,3,15,1,3,2,0,0,40,40,0
40,3,2.0888e+05,13,14,1,11,2,5,1,0,0,50,40,0
24,5,3.7363e+05,10,13,5,13,4,5,1,0,1504,40,40,0
26,5,3.3186e+05,10,13,5,4,2,5,2,0,0,50,10,0
